file_name,model_name,description,execution_time,cost
toy_01.jpeg,gemini-2.5-flash-preview,"An overhead shot captures a baby doll with blonde, curly hair and bright blue eyes, lying on a light blue fabric surface, likely a sofa. The doll is dressed in a muted red-brown romper, facing the viewer with a gentle expression. The soft lighting highlights the texture of its hair and clothing.",5.24,0.0010
toy_01.jpeg,gemini-2.0-flash,"A doll with blond curly hair and blue eyes is lying on its back on a light blue surface. The doll is wearing a brown corduroy outfit. Its limbs are slightly spread out, giving the impression it is relaxed.",2.78,0.0007
toy_01.jpeg,gpt-4o-vision,"The image features a doll with curly blonde hair sitting on a light gray fabric surface. The doll is dressed in a rust-colored outfit, consisting of a sleeveless top and matching pants. The soft lighting highlights the doll’s detailed facial features and vivid blue eyes.",6.54,0.0048
toy_01.jpeg,pixtral-12b-2409,"The image shows a doll with curly blonde hair and blue eyes, dressed in a maroon outfit. The doll is lying on its back on a light blue surface, with its arms and legs spread out. The doll's facial expression appears neutral, and its hair is styled in loose curls.",3.28,0.0009
toy_01.jpeg,pixtral-large-latest,"The image shows a doll with curly blonde hair and blue eyes, lying on a light blue surface. The doll is dressed in a maroon outfit with ruffled sleeves and legs, and it appears to be in a relaxed position with its arms and legs slightly bent. The doll's hair is voluminous and styled in loose curls, giving it a playful and charming appearance.",3.68,0.0010
toy_01.jpeg,mistral-medium-latest,"The image shows a doll with blonde curly hair lying on a light blue couch. The doll is dressed in a maroon, ribbed outfit and has a soft, realistic facial expression. Its arms and legs are slightly bent, giving it a relaxed and natural pose.",4.22,0.0009
toy_01.jpeg,mistral-small-latest,"The image shows a doll with blonde, curly hair lying on a light gray couch. The doll is dressed in a maroon, long-sleeved onesie and appears to be posed in a relaxed position, with its arms and legs slightly spread out.",3.46,0.0009
toy_01.jpeg,blip,Caption: a doll laying on a couch with her hands in the air,4.33,0.0046
toy_01.jpeg,blip-2,a doll sitting on a couch,2.78,0.0060
toy_01.jpeg,llava-1.5-7b,A doll with blonde hair is sitting on a couch. The doll is wearing a red dress and has a pink foot. The doll's hair is in a ponytail.,5.28,0.0050
drawing_04.jpeg,gemini-2.5-flash-preview,"This is a child's vibrant painting, likely with watercolor or tempera, depicting a whimsical purple creature. The round-bodied character has large, wide eyes, a small black nose, and dark purple spots resembling paw prints on its chest. It stands amidst green foliage against a light blue background, creating an imaginative and colorful scene.",3.74,0.0010
drawing_04.jpeg,gemini-2.0-flash,"The image is a child's watercolor painting of a purple, somewhat robotic-looking creature with a surprised expression. It has large eyes, a small mouth, and spots on its body, standing against a light blue and green background with plant-like shapes. The artwork has a naive, whimsical style with visible brushstrokes.
",1.49,0.0010
drawing_04.jpeg,gpt-4o-vision,"The image is a colorful painting of a cartoonish character with big eyes and purple spots, resembling a whimsical creature. It has large ears and an expressive face, set against a green and blue background with hints of vegetation. The style is playful and childlike, suggesting a sense of imagination and creativity.",6.45,0.0049
drawing_04.jpeg,pixtral-12b-2409,"The image depicts a child's drawing of a cow. The cow is primarily colored in white with purple spots and has large, expressive eyes. The background features green grass and a light blue sky, adding a simple yet charming backdrop to the artwork.",1.68,0.0009
drawing_04.jpeg,pixtral-large-latest,"The image depicts a whimsical, cartoon-like character painted in shades of purple and white. The character has large, expressive eyes, a small nose, and a wide mouth, giving it a playful appearance. It stands on two legs with a round body adorned with spots and a large circular patch on its belly, set against a green background with leafy elements.",2.09,0.0010
drawing_04.jpeg,mistral-medium-latest,"The image depicts a whimsical, childlike drawing of a character with a large, round body and a small, surprised face. The character has purple spots on its white body, and it appears to be standing on a green, plant-like surface. The drawing is outlined in dark purple and features simple, bold colors, giving it a playful and imaginative appearance.",2.76,0.0010
drawing_04.jpeg,mistral-small-latest,"The image depicts a whimsical drawing of a creature with a round body, large eyes, and antennae. It is colored in shades of purple and gray, with a light green background featuring leaf-like shapes. The artwork appears to be done by a child, showcasing a playful and imaginative style.",1.87,0.0009
drawing_04.jpeg,blip,Caption: a drawing of a purple and white monster on a piece of paper,2.06,0.0046
drawing_04.jpeg,blip-2,a drawing of a cartoon character,2.12,0.0060
drawing_04.jpeg,llava-1.5-7b,"A purple monster with a big belly is painted on a piece of paper. The monster has a surprised expression on its face and is standing on a grassy field. The monster's eyes are wide open, and it appears to be looking at the viewer.",3.59,0.0050
drawing_05.jpeg,gemini-2.5-flash-preview,"This image displays a child's colorful drawing of a fantastical creature with a large, yellow-scribbled body, two black eyes, and a small red mouth. A prominent blue outline borders its form, alongside a rainbow-striped horn and two yellow and purple fin-like ears. A circular sticker featuring a vibrant, abstract design is affixed in the upper right corner.",3.05,0.0011
drawing_05.jpeg,gemini-2.0-flash,"The image is a child's drawing of a creature on a white sheet of paper. The creature has a light yellow face with black eyes, a red mouth, blue lines outlining its face, and a rainbow-colored horn. A colorful round sticker is placed above the creature's head.",1.95,0.0009
drawing_05.jpeg,gpt-4o-vision,"The image is a child's colorful drawing of a bear-like creature with a rainbow-striped horn, implying it might be a ""unicorn bear."" It has large black eyes, a small red heart-shaped nose, and yellow ears with purple centers. The creature's outline is sketched in blue and black, and there’s a sticker with a rainbow and circular pattern in the corner.",4.84,0.0051
drawing_05.jpeg,pixtral-12b-2409,"The image features a child's drawing on a piece of paper. The artwork includes a large blue and black squiggly line forming the outline of a face with two black eyes and a small red heart below them. There is also a colorful, abstract shape in the upper right corner and some additional scribbles around the face.",1.70,0.0010
drawing_05.jpeg,pixtral-large-latest,"The image depicts a colorful, abstract drawing on a white background. It features a large, curved shape with a blue outline and a smaller, multicolored shape resembling a ball or sun in the upper right corner. The drawing includes two black ovals that could represent eyes and a small red heart shape near the center. The artwork appears to be created with various colored markers or crayons.",2.83,0.0010
drawing_05.jpeg,mistral-medium-latest,"The image depicts a whimsical drawing of a fish with a large, open mouth. The fish has a colorful, striped tail and is adorned with various abstract elements, including a heart, a hook, and some geometric shapes. Above the fish, there is a circular design with a colorful pattern, adding to the playful and imaginative nature of the artwork.",2.46,0.0010
drawing_05.jpeg,mistral-small-latest,"The image depicts a colorful drawing of a fish, likely created by a child. The fish is drawn with blue outlines and has yellow scribbles in the background. There is a small, colorful pinwheel attached to the fish's tail.",1.96,0.0008
drawing_05.jpeg,blip,Caption: a child's drawing of a fish on a piece of paper,1.61,0.0046
drawing_05.jpeg,blip-2,a child's drawing of a unicorn,1.89,0.0060
