file_name,model_name,description,execution_time,cost
toy_01.jpeg,blip,Caption: a doll laying on a couch with her hands in the air,4.22,0.0010
toy_01.jpeg,blip-2,a doll sitting on a couch,3.38,0.0010
drawing_04.jpeg,blip,Caption: a drawing of a purple and white monster on a piece of paper,1.96,0.0010
drawing_04.jpeg,blip-2,a drawing of a cartoon character,1.80,0.0010
drawing_05.jpeg,blip,Caption: a child's drawing of a fish on a piece of paper,1.83,0.0010
drawing_05.jpeg,blip-2,a child's drawing of a unicorn,1.40,0.0010
drawing_02.jpeg,blip,Caption: a drawing of a bear on a piece of paper,1.73,0.0010
drawing_02.jpeg,blip-2,a teddy bear,2.39,0.0010
toy_07.jpeg,blip,Caption: a room with legos on the wall and toys on the floor,4.36,0.0010
toy_07.jpeg,blip-2,a lego set in a room,3.33,0.0010
toy_06.jpeg,blip,Caption: a stuffed animal laying on top of a bed next to pillows,6.77,0.0010
toy_06.jpeg,blip-2,a stuffed animal,3.04,0.0010
toy_10.jpeg,blip,Caption: a doll house with a sink and a toilet,2.99,0.0010
toy_10.jpeg,blip-2,a doll house,2.25,0.0010
drawing_03.jpeg,blip,Caption: a drawing of a green leaf on a white background,1.81,0.0010
drawing_03.jpeg,blip-2,a leaf,2.11,0.0010
toy_09.jpeg,blip,Caption: a group of stuffed animals laying on top of a bed,4.85,0.0010
toy_09.jpeg,blip-2,stuffed animals in a tent,3.85,0.0010
toy_05.jpeg,blip,Caption: a toy oven sitting on top of a counter,3.82,0.0010
toy_05.jpeg,blip-2,a child's room,3.85,0.0010
toy_04.jpeg,blip,Caption: a stuffed animal is hanging on a wall,4.02,0.0010
toy_04.jpeg,blip-2,a stuffed animal,3.18,0.0010
drawing_01.jpeg,blip,Caption: a child's drawing of a cat on a piece of paper,3.11,0.0010
drawing_01.jpeg,blip-2,a drawing of a cat,1.80,0.0010
toy_08.jpeg,blip,Caption: a toy car and other toys on a table,6.79,0.0010
toy_08.jpeg,blip-2,a toy car in a room,3.31,0.0010
toy_03.jpeg,blip,Caption: a person holding a stuffed animal in their hand,5.77,0.0010
toy_03.jpeg,blip-2,a stuffed animal,3.17,0.0010
drawing_06.jpeg,blip,Caption: a drawing of two birds on a piece of paper,1.60,0.0010
