file_name,model_name,description,execution_time,cost
toy_01.jpeg,gemini-2.5-pro-preview,"A baby doll with a voluminous mane of curly blonde hair and striking blue eyes lies on a pale blue-grey upholstered surface, likely a couch. It is dressed in a rust-colored corduroy romper, positioned on its back with arms and legs slightly splayed. The doll's wide-eyed gaze looks directly upwards from this overhead perspective.",9.51,0.0025
toy_01.jpeg,blip,Caption: a doll laying on a couch with her hands in the air,4.74,0.0046
toy_01.jpeg,blip-2,a doll sitting on a couch,4.34,0.0060
toy_01.jpeg,gpt-4o,"The image shows a doll with curly blonde hair and blue eyes, dressed in a maroon outfit. It is seated on a light gray surface, possibly a couch or chair. The doll's expression is neutral, and the setting is softly lit, creating a calm and cozy atmosphere.",6.99,0.0100
drawing_04.jpeg,gemini-2.5-pro-preview,"This child-like painting depicts a whimsical, light purple creature with darker purple spots, including a large paw-print-like pattern on its round belly. The character has large, expressive eyes, pointed ears, and a slightly surprised expression, standing against a light blue and green background with simple green plant forms.",8.25,0.0025
drawing_04.jpeg,blip,Caption: a drawing of a purple and white monster on a piece of paper,2.03,0.0046
drawing_04.jpeg,blip-2,a drawing of a cartoon character,1.79,0.0060
drawing_04.jpeg,gpt-4o,"The image depicts a whimsical creature with a rounded, purple-spotted body and large expressive eyes. The character has pointed ears or protrusions and a surprised expression. It is set against a colorful background with green leafy shapes, suggesting a playful or imaginative environment.",4.62,0.0100
drawing_05.jpeg,gemini-2.5-pro-preview,"This child's crayon drawing depicts a whimsical, large-headed creature, possibly a unicorn, colored yellow with a thick blue and black mane-like outline. It features large black eyes, a small red mouth, a prominent rainbow-striped horn, and two purple and yellow ears. A colorful, abstract circular sticker is placed in the upper right corner of the white paper.",13.60,0.0025
drawing_05.jpeg,blip,Caption: a child's drawing of a fish on a piece of paper,2.05,0.0046
drawing_05.jpeg,blip-2,a child's drawing of a unicorn,1.71,0.0060
drawing_05.jpeg,gpt-4o,"The image is a child's drawing of a cute animal resembling a unicorn with a multicolored horn, blue mane, and yellow ears outlined in purple. It has wide eyes and a small heart-shaped red nose, giving it an adorable expression. A colorful circular sticker with abstract patterns is placed on the top left, adding a playful touch to the artwork.",4.45,0.0100
drawing_02.jpeg,gemini-2.5-pro-preview,"This image showcases a child's painting of a grey teddy bear with white accents on its inner ears, snout, and paws. The bear is set against a textured, mottled blue and white background, possibly representing a sky or water. A faint blue handprint is visible in the bottom right corner, adding a personal touch to the artwork.",6.31,0.0025
drawing_02.jpeg,blip,Caption: a drawing of a bear on a piece of paper,2.36,0.0046
drawing_02.jpeg,blip-2,a teddy bear,1.73,0.0060
drawing_02.jpeg,gpt-4o,"The image is a painting of a cute, gray teddy bear with a round face and small arms and legs, set against a textured blue background. The bear's expression is neutral, with large black eyes and a small, triangular nose. At the bottom right, a blue handprint is visible, adding a playful and personal touch to the artwork.",5.01,0.0100
toy_07.jpeg,gemini-2.5-pro-preview,"A colorful Duplo playset is assembled on a green baseplate, creating a whimsical animal scene. A gray elephant carries a small white sheep on its back, while a panda sits near a small house structure and a brown, tree-like build with pink flowers. Other elements include a bird on a circular platform and various loose blocks.",22.05,0.0025
toy_07.jpeg,blip,Caption: a room with legos on the wall and toys on the floor,3.84,0.0046
toy_07.jpeg,blip-2,a lego set in a room,3.82,0.0060
toy_07.jpeg,gpt-4o,"The image features a playful arrangement of colorful building blocks resembling a miniature landscape on a green base. Various animal figures, including an elephant with a white animal on its back, are placed amidst a small structure and garden-like setup. The scene appears to be imaginative and child-friendly, with vibrant colors and whimsical elements.",7.40,0.0100
toy_06.jpeg,gemini-2.5-pro-preview,"A sweet, plush mouse toy, wearing a simple pink dress and featuring soft pink ears, rests comfortably in a miniature bed. It's nestled amongst various fabric pillows, some with blue and green floral prints, alongside a fuzzy green knitted item. The overall impression is one of cozy, childlike comfort and gentle play.",12.88,0.0025
toy_06.jpeg,blip,Caption: a stuffed animal laying on top of a bed next to pillows,3.32,0.0046
toy_06.jpeg,blip-2,a stuffed animal,2.35,0.0060
toy_06.jpeg,gpt-4o,"A small, stuffed toy mouse wearing a pink dress is placed atop a pile of green and floral-patterned pillows. The background is a mix of knitted and fabric textures. The toy's setting appears cozy and playful, with a comb partially visible in the corner.",6.42,0.0100
toy_10.jpeg,gemini-2.5-pro-preview,"This image captures a white dollhouse shelf transformed into a miniature bathroom. It's furnished with a tiny white claw-foot tub, a pink vanity with a sink and mirror, and a small striped rug. A toy mouse in pink clothes and other miniature accessories like a hairdryer complete this charming playset, ready for imaginative fun.",15.05,0.0025
toy_10.jpeg,blip,Caption: a doll house with a sink and a toilet,3.37,0.0046
toy_10.jpeg,blip-2,a doll house,3.45,0.0060
toy_10.jpeg,gpt-4o,"The image shows a miniature bathroom scene featuring a small white bathtub and a vanity with a mirror and sink. An adorable plush mouse dressed in a pink outfit lies nearby, surrounded by a patterned rug. Above, a shelf holds a turquoise box and a comb, adding to the whimsical dollhouse setup.",6.37,0.0100
drawing_03.jpeg,gemini-2.5-pro-preview,"This image displays a hand-drawn illustration of a single, vibrant green leaf on a plain white paper background. The leaf, colored with markers, features a distinct pattern of lighter green veins or cells and has a thin, dark brown stem. Subtle pencil shading is visible underneath the leaf, suggesting a shadow and giving it a slight three-dimensional appearance.",6.37,0.0025
drawing_03.jpeg,blip,Caption: a drawing of a green leaf on a white background,1.53,0.0046
drawing_03.jpeg,blip-2,a leaf,1.88,0.0060
drawing_03.jpeg,gpt-4o,"The image features a hand-drawn, green leaf with intricate vein details colored in shades of green. The leaf is set against a plain background, with delicate shading underneath to suggest a shadow. The leaf's stem is thin and brown, adding a touch of realism to the minimalist drawing.",3.84,0.0100
toy_09.jpeg,gemini-2.5-pro-preview,"A charming jumble of plush toys fills the frame, resting partly on the white, striped fabric of a play tent and partly on a dark green quilted surface. Prominent among them are a large brown bear, a white Moomin-like character with a blue ribbon, and a smaller Winnie the Pooh, all nestled together in a cozy pile.",13.75,0.0025
toy_09.jpeg,blip,Caption: a group of stuffed animals laying on top of a bed,4.00,0.0046
toy_09.jpeg,blip-2,stuffed animals in a tent,8.07,0.0060
toy_09.jpeg,gpt-4o,"The image shows a collection of plush toys scattered on a dark green quilt. Among the toys are a brown bear, a red teddy bear, a white unicorn, and several others, including a pink-dressed figure. They are arranged near a white, partially transparent fabric, possibly a curtain or tent.",95.72,0.0100
toy_05.jpeg,gemini-2.5-pro-preview,"This image features a colorful wooden toy kitchen set, primarily orange and grey, complete with an oven, stovetop, and play food accessories. It appears to be set up in a child's play area, with additional toys like a shape sorter visible on white shelves above. To the right, an open drawer reveals more play food, suggesting a well-stocked and organized play space.",7.64,0.0025
toy_05.jpeg,blip,Caption: a toy oven sitting on top of a counter,69.08,0.0046
toy_05.jpeg,blip-2,a child's room,3.95,0.0060
toy_05.jpeg,gpt-4o,"The image depicts a children's play kitchen setup featuring an orange and gray toy stove with four knobs and an oven. On the stovetop, there are toy kitchen accessories, including a pan, a plate with stacked items resembling pancakes, and jars. Nearby, a box contains plush vegetables like carrots and greens, adding to the imaginative cooking theme.",7.42,0.0100
toy_04.jpeg,gemini-2.5-pro-preview,"A brown stuffed animal, possibly a deer or dog, is dressed in a bright pink outfit complete with a ruffled skirt and matching pants. It lies on a striped beige and brown carpet. In the background, a white and blue shelving unit is visible, holding various items, suggesting a child's room or play area.",7.78,0.0025
toy_04.jpeg,blip,Caption: a stuffed animal is hanging on a wall,3.71,0.0046
toy_04.jpeg,blip-2,a stuffed animal,3.65,0.0060
toy_04.jpeg,gpt-4o,"The image shows a plush toy dog dressed in a pink outfit standing on a striped rug. In the background, there is a shelving unit with various toys and storage bins. The setting appears to be a playful and organized children's playroom.",5.82,0.0100
drawing_01.jpeg,gemini-2.5-pro-preview,Error from Gemini API: 504 Deadline Exceeded,367.79,0.0025
drawing_01.jpeg,blip,Caption: a child's drawing of a cat on a piece of paper,2.79,0.0046
drawing_01.jpeg,blip-2,a drawing of a cat,1.87,0.0060
drawing_01.jpeg,gpt-4o,"The image is a child's drawing of a cartoonish creature with a rounded body and cat-like features, such as ears and a tail. It has a large smiling mouth with visible teeth, circular purple cheeks, and distinct black eyes. The body is primarily orange, and the creature stands on four simplistic legs.",3.45,0.0100
toy_08.jpeg,gemini-2.5-pro-preview,"A collection of colorful Lego-style toys are scattered on a light blue surface. These include a yellow and blue vehicle with water-like elements, a life ring holding a small white dog, two minifigures, a tiny wheeled animal, and a red hydrant piece. A polka-dot cushion is partially visible in the upper left, and a hint of a wooden surface appears in the lower right.",14.58,0.0025
toy_08.jpeg,blip,Caption: a toy car and other toys on a table,4.54,0.0046
toy_08.jpeg,blip-2,a toy car in a room,3.63,0.0060
toy_08.jpeg,gpt-4o,"The image features a small play scene with toy figures, including a yellow and blue vehicle, a small inflatable pool with a figure inside, and four miniature characters arranged around the set. The backdrop includes a white pillow with colorful polka dots. This setup suggests a playful, imaginative scenario.",6.57,0.0100
toy_03.jpeg,gemini-2.5-pro-preview,"A hand holds a white plush toy resembling Moomintroll, a hippopotamus-like character featuring a round snout, a yellow tuft of hair, and a blue scarf. The toy is presented horizontally, its back visible, against a blurred interior scene with a striped rug and faint details of a room, suggesting a cozy domestic environment.",14.21,0.0025
toy_03.jpeg,blip,Caption: a person holding a stuffed animal in their hand,3.33,0.0046
toy_03.jpeg,blip-2,a stuffed animal,3.71,0.0060
toy_03.jpeg,gpt-4o,"The image depicts a plush toy resembling a character with a white body, yellow tuft of hair, and a blue scarf. It's being held by a hand in a cozy indoor setting, with a bookshelf and desk area visible in the blurred background. The room appears to be a child's play or study area, with colorful books and decorations.",5.56,0.0100
drawing_06.jpeg,gemini-2.5-pro-preview,"This child's drawing depicts a person with long brown hair, a yellow crown, and a purple and white patterned dress. Beside them is a blue and white patterned bird with an orange crest and yellow beak. Both figures are rendered with simple lines and bold colors, typical of children's artwork, on a lightly textured, pale blue background.",5.63,0.0025
drawing_06.jpeg,blip,Caption: a drawing of two birds on a piece of paper,2.24,0.0046
drawing_06.jpeg,blip-2,a child's drawing of a princess and a chicken,1.73,0.0060
drawing_06.jpeg,gpt-4o,"The image is a childlike drawing featuring a large blue bird with an orange crest and a yellow beak, standing next to a smiling figure with long brown hair and a yellow crown. The person is dressed in a purple dress with wavy patterns. Both characters appear cheerful and are set against a simple white and light blue background.",3.72,0.0100
toy_02.jpeg,gemini-2.5-pro-preview,Gemini API call timed out after 30 seconds,30.08,0.0025
toy_02.jpeg,blip,Caption: a stuffed animal hanging from the side of a wall,3.21,0.0046
toy_02.jpeg,blip-2,a stuffed bunny in a rocking chair,2.36,0.0060
toy_02.jpeg,gpt-4o,"A stuffed rabbit toy in a brown striped outfit is seated on a small, pink wooden chair. The setup is placed against a wall with a simple geometric pattern of small triangles. The overall setting appears to be calm and whimsical, likely intended for a child's play area.",5.31,0.0100
