file_name,model_name,description,execution_time,cost
toy_01.jpeg,gemini-2.5-flash-preview,"A blonde-haired doll with striking blue eyes lies casually on a light blue or gray sofa. The doll is wearing a rust-colored, ribbed jumpsuit and is positioned on its back, looking directly at the viewer. Its curly hair is spread out, and its small limbs are visible against the soft fabric.",5.46,0.0028
toy_01.jpeg,gemini-2.0-flash,"A doll with blonde, curly hair, blue eyes, and a light complexion is lying on a light blue fabric surface. The doll is wearing a burgundy corduroy romper. The doll's pose is relaxed, with arms slightly outstretched and legs splayed apart.",2.57,0.0027
toy_01.jpeg,gpt-4o-vision,"The image shows a doll with curly blonde hair and blue eyes, wearing a rust-colored outfit. It is seated on a light grey fabric surface, possibly a couch or chair. The doll appears lifelike and well-crafted, with a soft expression.",9.34,0.0056
toy_01.jpeg,blip,Caption: a doll laying on a couch with her hands in the air,5.84,0.0046
toy_01.jpeg,blip-2,a doll sitting on a couch,5.34,0.0060
toy_01.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9af790>,1.98,0.0050
drawing_04.jpeg,gemini-2.5-flash-preview,"This image displays a child's watercolor painting of a whimsical purple creature. It features large, expressive eyes, a small black nose, and a surprised expression, with darker purple spots on its body and head. The background uses light blue and green washes, accented by simple green plant forms, creating a naive and charming scene.",3.66,0.0028
drawing_04.jpeg,gemini-2.0-flash,"The image is a child's watercolor painting of a whimsical purple cow-like character with a slightly startled expression. It has floppy ears and a round body adorned with darker purple spots, and it stands against a background of light blue and green with simple vegetation. The overall style is naive and charming, suggesting a young artist's interpretation of a fantastical creature.
",2.02,0.0028
drawing_04.jpeg,gpt-4o-vision,"The image is a colorful watercolor painting of a whimsical creature with purple spots and features, set against a light blue and green background. The character has large eyes, a surprised expression, and dark ears, standing in a cartoonish pose. The artwork conveys a playful and imaginative theme.",3.87,0.0057
drawing_04.jpeg,blip,Caption: a drawing of a purple and white monster on a piece of paper,6.16,0.0046
drawing_04.jpeg,blip-2,a drawing of a cartoon character,2.67,0.0060
drawing_04.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9aff10>,0.82,0.0050
drawing_05.jpeg,gemini-2.5-flash-preview,"This image is a child's drawing on white paper, presented sideways. It depicts a large, yellow creature outlined in blue, featuring two black eyes, a small red mouth, and a rainbow-colored horn. Two yellow and purple wing-like appendages extend from its back, and a circular sticker with an abstract design is placed in the upper right corner.",3.42,0.0028
drawing_05.jpeg,gemini-2.0-flash,"The image shows a child's drawing of a creature with yellow fur and a blue outline. It has black eyes, a small red nose, and a rainbow-colored horn, with a sticker of a yellow circle with a purple, red, and blue design floating in the upper right corner.",1.91,0.0027
drawing_05.jpeg,gpt-4o-vision,"The image features a colorful child-like drawing of an animal with a unicorn horn. It has large black eyes, a small red heart-shaped nose, and vibrant rainbow colors on its horn. Additionally, the drawing includes a colorful circular sticker in the top left corner with interlocking rings and a rainbow design.",4.37,0.0057
drawing_05.jpeg,blip,Caption: a child's drawing of a fish on a piece of paper,9.52,0.0046
drawing_05.jpeg,blip-2,a child's drawing of a unicorn,2.04,0.0060
drawing_05.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9af880>,1.31,0.0050
drawing_02.jpeg,gemini-2.5-flash-preview,"This charming painting showcases a sweet grey teddy bear with prominent white ears, snout, and paws, standing center-frame. The bear is set against a mottled blue background, creating a soft, dreamlike atmosphere with visible brushstrokes. A distinct blue handprint in the lower right corner adds a personal, possibly childlike touch to the artwork.",4.18,0.0028
drawing_02.jpeg,gemini-2.0-flash,"The image shows a child's painting of a gray teddy bear on a blue background. The bear has white patches on its ears and paws, along with a simple face.  A painted blue handprint is visible in the lower right corner.",2.02,0.0027
drawing_02.jpeg,gpt-4o-vision,"The image features a painting of a teddy bear with a gray body and a white face. It stands against a bright blue, textured background that includes a visible handprint. The overall composition has a playful and artistic feel, with the bear's expression being simple and endearing.",2.96,0.0057
drawing_02.jpeg,blip,Caption: a drawing of a bear on a piece of paper,13.73,0.0046
drawing_02.jpeg,blip-2,a teddy bear,2.49,0.0060
drawing_02.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9ae5c0>,1.15,0.0050
toy_07.jpeg,gemini-2.5-flash-preview,"This image captures a vibrant collection of LEGO Duplo bricks and figures arranged on a green baseplate. Various animal figures are present, including an elephant with a sheep on its back, a panda, a duck, and a pig, alongside a small red house and tree-like structures. The scene depicts a playful, colorful miniature world built from the large, child-friendly building blocks.",4.40,0.0028
toy_07.jpeg,gemini-2.0-flash,"The image displays a green LEGO baseplate attached inside a gray cabinet. The baseplate features LEGO animals and blocks arranged in a creative display. There is a grey elephant, panda, duck, pig, and flower among other shapes, seemingly forming a whimsical landscape.",3.88,0.0027
toy_07.jpeg,gpt-4o-vision,"The image shows a scene made from colorful toy building blocks, set on a green baseplate. It includes various animal figures such as an elephant with a smaller animal on its back, a panda, a bird, and a small polar bear. The setup resembles a playful, miniature landscape with additional elements like a structure implying a tree and a small house-like building.",7.80,0.0059
toy_07.jpeg,blip,Caption: a room with legos on the wall and toys on the floor,5.76,0.0046
toy_07.jpeg,blip-2,a lego set in a room,4.06,0.0060
toy_07.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9ae5c0>,2.12,0.0050
toy_06.jpeg,gemini-2.5-flash-preview,"A light-colored plush mouse toy, adorned in a pink dress, is depicted resting on a soft, white fabric. This fabric is patterned with delicate green and blue floral or butterfly designs, creating a serene backdrop. The mouse is surrounded by textured beige and vibrant green fuzzy materials, with a black comb faintly visible further back.",6.35,0.0028
toy_06.jpeg,gemini-2.0-flash,"The image shows a stuffed mouse doll wearing a pink dress, lying on a patterned fabric. The fabric has a white background with green and blue floral and butterfly designs. The mouse doll has a golden ring earring and is surrounded by pillows and a comb.",3.54,0.0027
toy_06.jpeg,gpt-4o-vision,"The image features a small plush mouse toy dressed in a pink dress, surrounded by soft, colorful pillows with floral and butterfly patterns. There's a knitted item in green resting nearby and a black comb partially visible in the corner. The setting appears cozy, possibly in a child's play area or bedroom.",6.33,0.0057
toy_06.jpeg,blip,Caption: a stuffed animal laying on top of a bed next to pillows,3.17,0.0046
toy_06.jpeg,blip-2,a stuffed animal,2.55,0.0060
toy_06.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9afb50>,2.66,0.0050
toy_10.jpeg,gemini-2.5-flash-preview,"This image offers an angled, close-up view inside a white dollhouse, focusing on a miniature bathroom setup. On a light-colored surface, a peach-toned vanity with a mirror and sink sits beside a small white bathtub. Other tiny details include a striped rug, a black comb, a small doll, and a teal notebook with gold stars, completing this charming play scene.",4.50,0.0028
toy_10.jpeg,gemini-2.0-flash,"The image depicts the interior of a dollhouse bathroom. Within the bathroom, there is a white tub, a pink sink with a mirror, a striped rug, and various other miniature dollhouse accessories, including a small toy stroller and a black comb. The dollhouse is white and has several shelves.",3.09,0.0028
toy_10.jpeg,gpt-4o-vision,"The image depicts a miniature dollhouse bathroom scene with a small clawfoot bathtub, a vanity with a mirror and sink, and a striped rug on the floor. An adorable plush figure appears to be enjoying the space, adding a playful touch. The arrangement includes neatly placed accessories, creating a charming and cozy atmosphere in the dollhouse setting.",7.44,0.0058
toy_10.jpeg,blip,Caption: a doll house with a sink and a toilet,2.76,0.0046
toy_10.jpeg,blip-2,a doll house,3.87,0.0060
toy_10.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9afb50>,2.43,0.0050
drawing_03.jpeg,gemini-2.5-flash-preview,"This image features a hand-drawn illustration of a single, vibrant green leaf, detailed with visible veins and varied shading that suggest depth. Resting on a plain light background, the leaf has a dark brown stem at one end and a rough pencil sketch underneath that indicates a shadow, giving the impression of it lying on a surface.",9.77,0.0028
drawing_03.jpeg,gemini-2.0-flash,"The image is a simple drawing of a green leaf with visible veins, lying on a white surface. A light gray pencil shading creates a subtle shadow beneath the leaf, giving it a sense of depth. The stem of the leaf tapers to a delicate point, adding a touch of realism to the illustration.
",1.69,0.0028
drawing_03.jpeg,gpt-4o-vision,"The image is a drawing of a single green leaf with visible veins, lying flat on a blank surface. The leaf's edges and stem are outlined, and there are light pencil sketches beneath it, suggesting shading or a shadow. The simplicity and use of green tones make it a vibrant depiction of a natural element.",6.09,0.0058
drawing_03.jpeg,blip,Caption: a drawing of a green leaf on a white background,2.15,0.0046
drawing_03.jpeg,blip-2,a leaf,2.05,0.0060
drawing_03.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9aef20>,0.71,0.0050
toy_09.jpeg,gemini-2.5-flash-preview,"This image captures a vibrant collection of various stuffed animals resting on a textured green surface, likely inside a tent or playpen. A large brown plush resembling a bear dominates the left, while other figures, including a white unicorn with a blue bow, are scattered across the green bedding. The scene suggests a cozy, playful space filled with beloved toys.",5.01,0.0028
toy_09.jpeg,gemini-2.0-flash,"A collection of plush toys is arranged somewhat haphazardly on a green and white surface, possibly a playmat or bedding. The toys include a large brown bear, a white rabbit, and a white unicorn with a blue bow. The composition suggests a child's play area or storage space for soft toys.",4.06,0.0028
toy_09.jpeg,gpt-4o-vision,"The image shows a collection of various stuffed animals and plush toys strewn across a dark green quilted surface. Notable figures include a brown bear, a white plush horse or unicorn, and a colorful red character. The toys are situated in a cozy setting with a white curtain visible in the background, suggesting a playful and inviting atmosphere.",9.51,0.0058
toy_09.jpeg,blip,Caption: a group of stuffed animals laying on top of a bed,8.64,0.0046
toy_09.jpeg,blip-2,stuffed animals in a tent,4.45,0.0060
toy_09.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9afb50>,2.49,0.0050
toy_05.jpeg,gemini-2.5-flash-preview,"This image captures a vibrant and organized child's play area, featuring a wooden toy kitchen with an orange oven and grey stovetop, complete with miniature cooking accessories. Above, white shelves display a colorful shape sorter and a crate brimming with fabric play food items like carrots and lettuce. The foreground reveals the white slatted side of a crib, suggesting a cozy and playful bedroom environment.",6.99,0.0028
toy_05.jpeg,gemini-2.0-flash,"The image displays a gray and orange children's play kitchen attached to a white wall, positioned above a white slatted surface, possibly part of a cot. Above the kitchen is shelving holding a shape sorting toy and a drawer filled with assorted play food and cooking utensils. The shot is taken at an angle, providing a close-up view of the play kitchen and its surroundings.
",3.45,0.0028
toy_05.jpeg,gpt-4o-vision,"The image depicts a children's play kitchen setup featuring a small orange and gray toy stove with knobs and a pretend oven. On top of the stove, there’s a toy frying pan and a plate with toy food items, alongside other accessories like a toy bottle and jars. To the right, a crate holds various play vegetables, and there's a shelving unit with additional toy kitchen items nearby.",6.45,0.0060
toy_05.jpeg,blip,Caption: a toy oven sitting on top of a counter,5.28,0.0046
toy_05.jpeg,blip-2,a child's room,3.91,0.0060
toy_05.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9afd30>,2.12,0.0050
toy_04.jpeg,gemini-2.5-flash-preview,"The image displays a brown stuffed animal, resembling a deer or dog, playfully dressed in a bright pink onesie. It is positioned on a striped beige and brown area rug. In the background, a white shelving unit filled with colorful toys and various items can be seen, suggesting a child's room or play space.",7.04,0.0028
toy_04.jpeg,gemini-2.0-flash,"The image shows a stuffed deer toy wearing a pink onesie on a striped beige carpet. In the background, there is a blue and white shelving unit with various items on display. The scene suggests a child's bedroom or play area.",3.22,0.0027
toy_04.jpeg,gpt-4o-vision,"The image features a plush dog toy dressed in a bright pink outfit, standing on a soft, striped carpet. In the background, shelves display various toys and storage, including building blocks and boxes. The setting appears to be a cozy and organized play area for children.",7.67,0.0056
toy_04.jpeg,blip,Caption: a stuffed animal is hanging on a wall,4.06,0.0046
toy_04.jpeg,blip-2,a stuffed animal,3.11,0.0060
toy_04.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9afa60>,1.86,0.0050
drawing_01.jpeg,gemini-2.5-flash-preview,"This child's crayon drawing, presented sideways, depicts a whimsical, light brown creature. Its large, D-shaped body features two prominent black oval eyes, two smaller purple eyes with red pupils, and an open red mouth with white teeth. Appendages include four blocky, window-like feet, two pointed ears, and a curved tail, giving it a playful, monster-like appearance.",4.35,0.0028
drawing_01.jpeg,gemini-2.0-flash,"The image is a child's drawing of a creature with a brown, semicircular body. It features unusual characteristics, including purple and red eyes, black circular eyes, sharp teeth, antenna or ears, and what appears to be a series of windows along one side. The drawing is done on white paper with colored markers or crayons.",2.05,0.0028
drawing_01.jpeg,gpt-4o-vision,"The image is a child's drawing of a cartoon-like creature with a rounded body, pointed ears, and a striped tail. It has large, expressive eyes, rosy cheeks, and a wide, toothy smile. Its feet are simple rectangular shapes, and the drawing is made with colored pencils or crayons, primarily in shades of orange, brown, and black.",4.48,0.0059
drawing_01.jpeg,blip,Caption: a child's drawing of a cat on a piece of paper,2.02,0.0046
drawing_01.jpeg,blip-2,a drawing of a cat,2.13,0.0060
drawing_01.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9af880>,0.53,0.0050
toy_08.jpeg,gemini-2.5-flash-preview,"This image captures a vibrant collection of toys scattered across a light blue surface. Featured prominently are a blue and yellow toy car, several mini-doll figures, a lifebuoy with a small white dog, and other assorted small toys. The scene is framed by a soft, white polka-dotted fabric in the upper left and a wooden floor in the bottom right, suggesting a playful domestic setting.",5.57,0.0028
toy_08.jpeg,gemini-2.0-flash,"The image shows a light blue surface with various small toys scattered across it. On the left, a pillow with colored dots can be seen, and to the right are several Lego-like figures, including a small car, a floatation device, and two mini-dolls. The overall scene appears playful and child-oriented.
",3.01,0.0028
toy_08.jpeg,gpt-4o-vision,"The image features a collection of colorful toy figures on a smooth surface. Among them are a yellow and blue vehicle, a small pool with a figure inside, and several small figurines, including one resembling a bear on wheels. In the background, a cushion with colorful polka dots is partially visible.",5.83,0.0057
toy_08.jpeg,blip,Caption: a toy car and other toys on a table,3.53,0.0046
toy_08.jpeg,blip-2,a toy car in a room,5.90,0.0060
toy_08.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9af970>,2.90,0.0050
toy_03.jpeg,gemini-2.5-flash-preview,"A person's hand holds up a white plush toy, resembling a unicorn with its bright yellow mane and tail, and a blue bow tied around its neck. The soft creature features a small brown eye and a pointed snout. The background shows an indoor room with light-colored, subtly striped flooring and blurry household objects, presented in a vertically rotated orientation.",8.60,0.0028
toy_03.jpeg,gemini-2.0-flash,"A person holds a white, plush Moomin character with a blue neckerchief in their hand. The toy has golden hair and small, embroidered eyes.  The background is a blurred domestic setting with furniture and a light-colored striped carpet visible.",2.97,0.0027
toy_03.jpeg,gpt-4o-vision,"The image shows a plush toy with a round body and yellow tuft of hair, held up in a room with wooden flooring. In the background, there is a workspace featuring a desk and books, including colorful children's literature and educational posters. The setting suggests a playful and educational environment, likely a child's room or play area.",5.70,0.0058
toy_03.jpeg,blip,Caption: a person holding a stuffed animal in their hand,3.18,0.0046
toy_03.jpeg,blip-2,a stuffed animal,3.02,0.0060
toy_03.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9af5b0>,2.30,0.0050
drawing_06.jpeg,gemini-2.5-flash-preview,"This is a vibrant child's drawing featuring a person and a bird on a white background. The person, resembling a princess, has brown hair, a yellow crown, and wears a purple and white zig-zag patterned dress. Next to her is a bird with a blue patterned body, orange feathery head, and yellow beak, indicating a creative and imaginative scene.",3.02,0.0028
drawing_06.jpeg,gemini-2.0-flash,"This appears to be a child's drawing of a princess and a bird. The princess has brown hair, large eyes, and wears a crown and patterned dress. The bird has a long beak and patterned body.",1.99,0.0027
drawing_06.jpeg,gpt-4o-vision,"This image is a child’s drawing of two figures, one resembling a bird with orange feathers on its head and a yellow beak, and the other a person with long brown hair and a yellow crown. Both figures feature wavy, zigzag patterns on their bodies, suggesting outfits. The drawing employs bright colors and simple shapes, conveying a playful and imaginative style.",3.68,0.0059
drawing_06.jpeg,blip,Caption: a drawing of two birds on a piece of paper,1.72,0.0046
drawing_06.jpeg,blip-2,a child's drawing of a princess and a chicken,3.21,0.0060
drawing_06.jpeg,llava-1.5-7b,<generator object Prediction.output_iterator at 0x13c9ae890>,0.61,0.0050
