image_file,image_type,image_caption,story_model,generated_story,execution_time,cost,word_count,quality_score,meets_length_req,has_title,contains_dialogue,positive_tone,story_structure,age_appropriate,bedtime_suitable
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,gpt-4.5-preview,"Title: Dolly's Special Wish

In a cozy little house, on a comfy soft couch, sat Dolly. Dolly had curly blonde hair and wore a bright red jumpsuit. She belonged to a little girl named Lily, who hugged her close every night.

But today, Dolly felt lonely. Lily had played outside all day and forgot about her favorite doll. Dolly wished she could go on adventures too. She sighed softly as the moonlight came through the window.

Just then, Lily tiptoed into the room. ""Oh Dolly!"" she whispered, hugging her tight. ""I'm sorry I forgot about you today.""

Dolly felt warm inside, knowing she was loved. Lily tucked Dolly gently under her blanket. ""Tomorrow, we'll have the best adventure ever!""

Dolly smiled, dreaming of sunny skies and flower-filled fields. She learned something important: even when you're alone, someone still loves you deeply.

As Lily closed her eyes, Dolly drifted off peacefully, happy and safe. Moonlight filled the room, and quiet stars twinkled gently above.

And Dolly knew, deep in her doll-heart, that the greatest adventure was being loved.

With a happy sigh, she fell asleep, dreaming of tomorrow and all the joy it would bring.",13.20,0.048000,194,25.12,True,True,True,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,gpt-4.1,"Title: Daisy Doll’s Cozy Couch Adventure

Daisy Doll had curly blonde hair that bounced like sunshine and a bright red jumpsuit as soft as velvet. She sat on the big, comfy couch in Emma’s living room, her little hands folded in her lap. Every evening, Emma would tell Daisy about her day, and Daisy would listen with her stitched-on smile.

One rainy afternoon, Emma was feeling a little lonely. The clouds made the room gray and quiet. Emma hugged Daisy tight and whispered, “I wish I could have a fun adventure today.” Daisy couldn’t speak, but she made Emma feel brave just by being there.

So, Emma imagined the couch was a magical boat sailing across a sparkling sea. She and Daisy sailed past gentle dolphins, waving at them from soft, blue waves. The adventure made Emma giggle, and soon the room felt warm and bright again.

As the rain tapped gently on the windows, Emma yawned and cuddled Daisy close. “Thank you for being my friend,” she whispered. Daisy’s smile seemed even bigger.

Emma closed her eyes, feeling safe and happy. She knew that with a good friend—even a doll—a cozy couch could become a wonderful adventure, and every day could end with a smile.",8.86,0.002304,206,26.50,True,True,False,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,o3-mini,"Error: OpenAI API error: Error code: 400 - {'error': {'message': ""Unsupported parameter: 'max_tokens' is not supported with this model. Use 'max_completion_tokens' instead."", 'type': 'invalid_request_error', 'param': 'max_tokens', 'code': 'unsupported_parameter'}}",0,0,0,0,False,False,False,False,False,False,False
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,gpt-4o,"Title: Dolly's Cozy Adventure

Once upon a time, in a cozy little living room, sat a doll named Dolly. She had curly blonde hair and wore a bright red jumpsuit. Dolly loved sitting on the couch because it was so soft and warm, like a big hug.

One day, while the house was quiet, Dolly heard a tiny voice. It was Penny, the friendly mouse, peeking from behind a cushion. ""Hello, Dolly!"" squeaked Penny. ""Would you like to join me on a little adventure?""

Dolly smiled and nodded. Penny led her through the house to see the twinkling stars outside the window. They imagined the stars were little lanterns lighting up the sky just for them. As they watched, Dolly realized how wonderful it was to share a moment with a friend.

When it was time to go back, Penny whispered, ""You know, Dolly, the best adventures are shared with someone special."" Dolly agreed, feeling grateful for her new friend.

As Dolly settled back on the couch, she felt warm inside. With her heart full of happiness, she closed her eyes, dreaming of more adventures with Penny. And so, Dolly learned that friendship makes every moment brighter.

Goodnight, sweet dreams, and may your heart be as warm as Dolly's.",7.17,0.002970,209,27.00,True,True,True,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,gpt-4o-mini,"Title: Daisy's Cozy Adventure

Once upon a time, in a sunny little house, there lived a doll named Daisy. With her curly blonde hair and bright red jumpsuit, she was always ready for fun. One evening, as the sun began to set, Daisy sat on the cozy couch, feeling a bit lonely.

“I wish I had someone to play with,” she sighed. Just then, her friend, a teddy bear named Benny, peeked out from behind the curtain. “Why don’t we go on an adventure?” he suggested with a twinkle in his eye.

Daisy smiled brightly. Together, they imagined sailing on a fluffy cloud, exploring a candy land, and dancing with the stars. With each adventure, they learned that using their imagination made everything exciting, even from the comfort of their home.

As the stars twinkled outside, Daisy snuggled up to Benny on the couch. “Thank you for the fun, Benny!” she whispered. They realized that adventures can be found anywhere when shared with a friend.

With hearts full of joy, Daisy and Benny drifted off to sleep, dreaming of their next cozy adventure. And so, every night became a magical journey.",6.05,0.000166,191,24.75,True,True,True,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,claude-4-opus,"Title: Rosie's Couch Adventure

Rosie was a special doll with bouncy blonde curls and a bright red jumpsuit. Every night, she sat on the big, comfy couch waiting for her best friend Emma to come home.

One evening, Emma returned from school looking sad. She had argued with her friend at recess. Rosie wished she could help, but dolls can't talk – or can they?

That night, Emma hugged Rosie tight and whispered, ""I wish I knew how to say sorry."" As moonlight filled the room, something magical happened. Rosie's button eyes twinkled, and she whispered back, ""Being brave means saying sorry first.""

The next morning, Emma woke up wondering if it was just a dream. But when she saw Rosie's gentle smile, she knew what to do. At school, Emma apologized to her friend, and they hugged happily.

That night, Emma placed Rosie carefully on the couch. ""Thank you for teaching me about courage,"" she whispered. Rosie's curls seemed to bounce with joy as both friends drifted into peaceful dreams.",10.18,0.018030,171,22.25,True,True,True,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,claude-4-sonnet,"**Title: Rosie's Cozy Evening**

Rosie was a special doll with bouncy blonde curls and a bright red jumpsuit. Every evening, she sat on the big cozy couch in Emma's bedroom, waiting patiently for bedtime stories.

One night, Emma felt scared about starting at a new school. She hugged Rosie tightly and whispered, ""I don't know anyone there. What if nobody wants to be my friend?""

Rosie's button eyes seemed to sparkle with wisdom. Though she couldn't speak, Emma remembered all their adventures together. Rosie had been her very first friend, always listening and never judging.

""You know what, Rosie?"" Emma smiled. ""You taught me that being a good friend means being kind and patient, just like you. Maybe I can be that way with new kids too.""

Emma tucked Rosie beside her pillow. ""Thank you for showing me how to be brave and caring.""

As moonlight danced across the room, both Emma and Rosie drifted off to sleep, dreaming of new friendships and happy tomorrows filled with kindness and courage.

*Sweet dreams!*

**Word count: 167 words**",7.71,0.003786,176,22.88,True,True,True,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,claude-3.7-sonnet,"# Penny's Waiting Place

Penny the doll sat on the couch in her bright red jumpsuit, her golden curls bouncing as she nodded. Every day, she waited patiently for Lily to return from school.

""Waiting is hard,"" Penny whispered to herself, watching the clock tick slowly. ""But friends are worth waiting for.""

The house was quiet. Sometimes Penny felt lonely, but she remembered what Lily always said: ""Being brave means feeling scared but staying strong anyway.""

When the door finally opened, Penny remained perfectly still, as dolls must do when others are watching. Lily rushed in, looking sad.

""No one wanted to play with me today,"" Lily sniffled, picking up Penny and hugging her tight.

Penny wished she could speak, to tell Lily she understood how it felt to wait for friendship. Instead, she sent kind thoughts with all her might.

That night, as Lily slept with Penny tucked beside her, the little girl dreamed that her doll whispered, ""Tomorrow, try asking that new girl to play. Sometimes the bravest thing is reaching out first.""

In the morning, Lily smiled. She somehow knew exactly what to do.

(Word count: 168)",7.01,0.003966,190,24.50,True,False,True,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,claude-3.5-sonnet,"Title: Sarah's Special Spot

Sarah was a cheerful little doll with bouncy blonde curls who loved wearing her favorite red jumpsuit. Every day, she sat in her special spot on the big brown couch in the living room, watching the world go by through the window.

One morning, Sarah noticed a new toy had arrived - a shy teddy bear named Ben who didn't have a special spot of his own. He stood quietly in the corner, looking lonely and unsure.

Sarah remembered how it felt to be new and not know where she belonged. Even though she loved having the couch all to herself, she knew what she had to do.

""Would you like to share my special spot?"" Sarah called out to Ben, patting the cushion beside her. ""There's plenty of room for two!""

Ben's furry face lit up with joy as he climbed onto the couch. Together, they watched birds soar past the window, shared silly stories, and giggled at the family cat's adventures.

From that day on, Sarah's special spot became even more special because she had a friend to share it with. She learned that the best things in life are even better when shared with others.

[Word count: 157]",6.65,0.004086,205,26.50,True,True,True,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,claude-3.5-haiku,"Title: Rosie's Cozy Night Adventure

In a warm, quiet house, Rosie the doll sat on the soft living room couch. Her curly blonde hair bounced softly as she looked around the room. Though she was alone, Rosie never felt lonely because she knew something special: every toy has a heart full of imagination.

As moonlight peeked through the window, Rosie remembered her favorite lesson from her friend Emma: being brave means being kind, even when you're scared. She noticed a small teddy bear sitting quietly in the corner, looking a bit sad.

""Would you like to sit with me?"" Rosie called gently to the teddy bear.

The bear's eyes brightened, and he slowly walked over. Rosie scooted her red jumpsuit to make room, welcoming her new friend. They sat together, sharing warmth and comfort, watching the starlight dance across the room.

""Everyone needs a friend,"" Rosie whispered, hugging the teddy bear. ""And sometimes, all it takes is a simple invitation to make someone feel special.""

As the night grew peaceful, they cuddled close, dreaming of wonderful adventures and the magic of friendship.",7.16,0.001030,182,23.62,True,True,True,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,gemini-2.5-pro-preview,"Error: Gemini API error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 2.",0,0,0,0,False,False,False,False,False,False,False
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,gemini-2.5-flash-preview,"Error: Gemini API error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 2.",0,0,0,0,False,False,False,False,False,False,False
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,gemini-2.0-flash,"Title: Rosie's Red Jumpsuit Dreams

Rosie the doll, with her bouncy blonde curls and bright red jumpsuit, snuggled deeper into the comfy couch. Outside, the moon peeked through the curtains, painting silver stripes on the floor. Rosie loved bedtime stories. Tonight, Mama had read her about a little bird who was afraid to fly.

Rosie thought about the bird. ""Even little birds get scared,"" she whispered to her fluffy teddy bear, Barnaby. Barnaby just blinked his button eyes. Mama always said it’s okay to be a little bit afraid sometimes. It means you’re brave enough to try new things.

Rosie yawned, a big, doll-sized yawn. Her red jumpsuit felt warm and cozy. She closed her eyes, imagining the little bird finally soaring through the sky, feeling the wind beneath its wings. Rosie smiled. Maybe tomorrow, she would try something new too.

She snuggled closer to Barnaby. The moonbeams danced on the wall, whispering sweet dreams of flying birds and brave little dolls. Soon, Rosie drifted off to sleep, dreaming of adventures waiting for her when she woke up. Sleep tight, Rosie. Sleep tight, everyone.",2.52,0.000113,184,23.88,True,True,True,True,True,True,True
toy_01.jpeg,toy,A doll with curly blonde hair and a red jumpsuit sitting on a couch,gemini-1.5-pro,"Title: Lily's Little Leap of Faith

Lily, a doll with bouncy blonde curls and a bright red jumpsuit, sat on the plush velvet couch.  She was a little worried. Tomorrow was the annual Toy Picnic in the garden, and Lily had never been brave enough to jump off the couch and explore. She’d always watched from her comfy spot, wishing she could join the fun.

A wise old teddy bear, Barnaby, noticed her worried face. ""Something on your mind, Lily?"" he rumbled.

Lily confessed her fear. Barnaby smiled kindly. ""Taking a leap can be scary, but sometimes the best adventures are just a little jump away."" He winked. ""You are much braver than you think.""

Lily thought about Barnaby’s words.  She took a deep breath and, for the first time, jumped.  It wasn’t scary at all! The carpet felt soft beneath her feet.  She twirled around, her red jumpsuit a flash of colour.  She could already imagine the picnic, the games, the laughter.

That night, nestled amongst her toy friends, Lily dreamt of sunshine,  butterflies, and the joy of discovering new things.  She dreamt of picnics and friendships, and the wonderful feeling of being brave.  And as she drifted off to sleep, a tiny smile played on her lips.  Tomorrow was going to be a beautiful day.",6.11,0.003290,217,27.88,True,True,True,True,True,False,True
